Rating, Review
9.2,Phòng rất oke. Phòng rất sạch sẽ thoải mái sẽ quay lại
8.0,Rất tốt. 
10.0,Lovely hotel^. Lovely hotel^ staff helpful
10.0,tuyệt. 
7.6,Bình thường. KS đang setup lại^ chưa có thay đổi gì với lúc chưa chuyển giao. Gần bến xe nên tiện đi lại.
10.0,Xuất sắc. 
6.4,Hài Lòng. Mình nhớ lúc đó ghi là khách sạn mới xây nhưng đến nơi thì mới biết là khách sạn này mới được thay chủ^ đổi tên. Mặt tiền nhìn khá cũ^ ẩm mốc :( . Phòng tương đối sạch sẽ^ gọn gàng. 
6.0,Dễ chịu. 
8.0,Phòng đôi tiêu chuẩn. + nhân viên ks lịch sự^ tuy nhiên ko thể nói là nhiệt tình đc. Phòng toilet hôi^ bồn rửa mặt nứt khỏi vách tường. Nhu yếu phẩm cbi khá đầy đủ. Mình ở phòng đôi tiêu chuẩn ko có ban công cửa sổ gì hết nên khá ngột ngạt^ lúc đặt phòng mn nên hỏi kĩ .. Vị trí ks rất thuận tiện^ gần nhiều chỗ chơi^ chỗ để xe ở ks cũng thoải mái. Ks yên tĩnh 
6.0,Dễ chịu. 
8.8,Good . Phòng khá rộng và sạch sẽ. Khách sạn đẹp. Mỗi tội giá mà phòng có cửa sổ nữa thì ok hơn. Vì phòng ko có cửa sổ nên cảm giác hơi bí. Nhân viên ở khách sạn thì thân thiện cực kì luôn rồi. Nói chung mình sẽ quay lại lần sau 
8.0,tóm lại là ổn^ nhân.... 
2.8,Chấp nhận được. Ks 3 sao mà còn thua nhà nghỉ^ tiện nghi cực kém.
6.0,Dễ chịu. 
8.4,Cà phê sân thượng tại khách sạn rất ấn tượng. Nhân viên khách sạn hỗ trợ niềm nỡ^ phòng sạch sẽ^ đặc biệt bạn chủ cà phê sân thượng tốt bụng và dễ thương lắm. Cà phê có view sân thượng cực đẹp^ chổ lý tưởng để tụ tập ăn nhậu chill chill nhaa. Xuất sắc !!!
7.0,Tạm được vì thời điểm.... 
2.0,Thiếu sự chuyên nghiệp và tận tình.. Nhân viên thiếu sự chuyên nghiệp^ sự chào đón^ không tận tình xử lý thoả đang yêu cầu của KH.
9.6,Ngon- Bổ - Rẻ. Gần chợ^ gần bến xe^chung cư đông đúc
5.0,được. 
6.4,Tốt trong tầm giá^ nhưng.... Mình book khách sạn này trên Agoda^ luôn thuế phí tầm gần 200k/ngày đêm. Có 1 vài nhận xét cho các bạn có dự định book sau tham khảo thêm:. + Mức giá khá mềm. + KS sạch sẽ. + Bãi xe rộng rãi. Vị trí đối diện chợ Vũng Tàu nên khá xa biển^ đi xe máy tầm 5-10 phút đến biển. Phòng hơi có mùi mốc nhẹ. Máy lạnh không lạnh lắm^ phải mở rất lâu mới ra hơi lạnh. Nước khá yếu so với những ks khác mình từng ở.  Trong phòng tắm chỉ có xà bông cục. Không thấy nhân viên hỏi dọn phòng (Mình ở có 1 đêm nên cũng không quan trọng lắm). Đây là điều mình bực mình nhất: mình đến ks sớm^ khoảng 10h30 sáng^ có hỏi thăm thử nếu nhận phòng sớm thì phải thanh toán thêm bao nhiêu? Lễ tân thông báo: 100k/tiếng đầu + 50k cho mỗi tiếng sau => nếu mình nhận phòng luôn lúc 10h30 thì mình phải thanh toán thêm 350k. Trong khi giá phòng mình đặt trên Agoda có  gần 200k/ngày đêm.  Tương tự mình hỏi thêm nếu trả phòng trễ (trước 4pm) thì cũng phải thanh toán 350k. Vậy chẳng lẽ mình nhận phòng sớm HOẶC trả phòng trễ thì tiền phụ thu còn mắc gần gấp đôi tiền phòng?. => Mong sao quản lý ks có cách tính hợp lý hơn cho khách. Vì nếu tầm 200k/ngày thì sẽ có nhiều lựa chọn tốt hơn^ gần gần khu trung tâm hơn
5.0,Tàm tạm. 
4.4,Chất lượng phòng. Phòng tạm được^ thang máy xập xệ
10.0,Xuất sắc. 
7.2,Nếu không nấu nướng hải sản thì đây là một sự lựa chọn tuyệt vời. Sạch sẽ^ tiện nghi^ hơi xa biển. Tuy nhiên không được mang hải sản lên phòng hơi buồn
9.0,kỳ nghỉ 2N1D rất tuyệt.... 
10.0,fun. cool
4.0,Thất vọng. 
6.0,Gần chợ^ dễ đi bộ^ dễ đậu xe hơi.. Xa bãi tắm^ phòng hơi tối ^ thiếu ánh sáng
8.0,Rất tốt. 
10.0,Tốt. Tốt trong tầm giá - Price is reasonable
8.0,Rất tốt. 
8.8,Khách sạn mới^ nhân viên thân thiện^ chi phí hợp lý. Phòng ở sạch sẽ và yên tĩnh^ nhân viên thân thiện^ chi phí hợp lý
9.0,Khách sạn rất tốt. Kỳ.... 
7.6,Rất tốt. Phòng tắm trong phòng mình ở không có vòi nước nóng. Trừ điểm nay ra thì tất cả đều tuyệt.
7.0,Nói chung cũng chấp nhận.... 
6.0,Chưa hài lòng. Đặt phòng cao thì nhận đc phòng giá trị thấp hơn. Phòng nhỏ hơn quảng cáo. Giá cả đồ uống đắt. Nhân viên chưa thân thiện.
7.0,khá ổn cho 1 kỳ.... 
9.2,Thân thiện^ sạch sẽ. Hotel nằm đường giữa chợ^ hơi đông đúc buổi sáng. Lễ tân rất thân thiện^ phòng ốc khá tốt . Đã ở 2 lần thấy rất ổn .Recom nên đặt phòng ở đây nhé mọi người
9.0,Tuyệt hảo. 
10.0,Phòng đẹp. Phòng đẹp
6.0,Ổn. 
8.0,Rất tốt. nhân viên nhiệt tình khách sạn phòng sạch sẽ chỉ có chỗ là phòng ăn tầng 7 mấy dĩa để chai nước tương hơi dơ nên cải thiện lại còn mọi thứ đều ok
9.0,Tuyệt hảo. 
10.0,Xuất sắc. 
6.4,Hài lòng. Mình book được phòng giá rẻ nên không đòi hỏi gì thêm^ ảnh trên web đẹp hơn thực tế nhiều.
10.0,Xuất sắc. 
9.2,Khách sạn sạch sẽ tiện nghi. Phòng sạch đẹp to rộng^ đi đợt giảm giá nên giá quá rẻ luôn^ nhân viên nhiệt tình^ sân thượng có bán đồ ăn^ giá cũng ok. 
5.0,Tàm tạm. 
8.0,quá tuyệt vời so với giá tiền. phòng sạch đẹp ^ đúng chuẩn 03 sao
5.0,Tàm tạm. 
10.0,Xuất sắc. 
8.0,Ok. 
8.0,Rất tốt. 
8.0,Rất tốt. 
7.0,Tốt. 
5.0,Tàm tạm. 
8.0,Khách sạn ok nhé. 
6.0,Khá ổn^ hy vọng Joi.... 
5.0,Tàm tạm. 
7.0,Tạm ổn. 
10.0,Xuất sắc. 
2.0,Tệ. 
10.0,Xuất sắc. 
7.0,Tốt. 
10.0,Bóc trần sự thật về.... 
4.0,Thất vọng. 
7.0,Tốt. 
8.0,Tạm được. 
10.0,Xuất sắc. 
10.0,Khách sạn gần chô thuận.... 
9.0,Khách sạn tốt. 
6.0,tồi. 
10.0,Amzing gút chóp. 
5.0,Tàm tạm. 
7.0,Tốt. 
2.0,Tệ. 
8.0,Rất tốt. 
8.0,Rất tốt. 
9.0,Tuyệt hảo. 
9.2,603. 
10.0,Tốt. 
5.0,Tàm tạm. 
6.0,tạm ổn. 
10.0,Good. 
5.0,Tàm tạm. 
5.0,Tàm tạm. 
7.0,Tốt. 
10.0,Sẽ quay lại vào lần.... 
10.0,Xuất sắc. 
4.0,Máy lạnh rất chán. 
7.0,Tốt. 
8.0,Kỳ nghỉ CN tại Vũng.... 
6.0,Dễ chịu. 
7.0,Tốt. 
5.0,Tàm tạm. 
9.0,Hài lòng. 
9.0,Tuyệt hảo. 
7.0,Tốt. 
10.0,Kỳ nghỉ thoải mái. 
8.0,Rất tốt. 
5.0,Tàm tạm. 
9.0,Quán yên tĩnh tiệm nghi..... 
9.0,Tuyệt hảo. 
7.0,Tốt. 
6.0,Dễ chịu. 
1.0,Chuyến công tác với chổ.... 
3.0,Tệ. 
5.0,Không quay lại. 
9.0,Tuyệt hảo. 
10.0,Relax. 
10.0,Xuất sắc. 
5.0,Khá là hài lòng với.... 
4.0,không hài lòng. 
10.0,Quá tốt. 
5.0,Tàm tạm. 
10.0,Tuyệt vời. 
6.0,Dễ chịu. 
10.0,Tuyệt vời. 
8.0,Lưu ý máy lạnh. 
9.0,Tuyệt hảo. 
9.0,Tuyệt hảo. 
7.0,Tốt. 
9.0,Tốt  đẹp. 
6.0,Tạm được. 
1.0,Kỳ nghỉ kinh khủng. 
8.0,Hy vọng OYO 147 sẽ.... 
9.0,Tuyệt vời. 
9.0,Tuyệt hảo. 
8.8,Tuyệt vời. 
10.0,Xuất sắc. 
9.0,giá rẻ^ nhân viên lễ.... 
7.0,Tốt. 
10.0,Ok. 
5.0,Tàm tạm. 
7.0,Tốt. 
10.0,Good. 
5.0,Không đáng đồng tiền cho.... 
3.0,Kém. 
6.0,Tạm ổn. 
7.0,Tốt. 
8.0,Kì nghỉ tuyệt vời của.... 
10.0,Xuất sắc. 
8.0,Rất ok. 
8.0,Giá rẻ so với dịch.... 
8.0,An yên- Thư giãn- bù.... 
9.0,Tuyệt hảo. 
6.0,Dễ chịu. 
9.0,Kỳ nghỉ tuyệt vời. 
6.0,Dễ chịu. 
9.0,Hoàn hảo. 
9.0,Nghỉ ngơi thoải mái^ phù.... 
6.0,Dễ chịu. 
10.0,Xuất sắc. 
5.0,Tàm tạm. 
9.6,Xuất sắc. 
8.0,Tuyệt vời. 
7.0,Tốt. 
7.9,Tốt. 
6.0,ổn. 
8.0,Rất tốt. 
9.6,Xuất sắc. 
10.0,Thoải mái. 
7.5,Tốt. 
8.0,Rất tốt. 
5.0,Tạm. 
7.0,Tốt. 
10.0,Xuất sắc. 
6.0,Tiện nghi^ sạch sẽ. 
9.0,Rất thoải mái. 
6.0,Dễ chịu. 
10.0,Xuất sắc. 
10.0,Xuất sắc. 
8.0,Vũng Tàu mến yêu!. 
8.8,Tuyệt vời. 
10.0,Xuất sắc. 
9.0,Good. 
9.0,Tuyệt hảo. 
8.8,Phù hợp cho kì nghỉ.. 
9.2,Tốt đẹp. 
8.8,Tuyệt vời. 
10.0,Xuất sắc. 
6.3,Dễ chịu. 
10.0,rất tuyệt. 
9.6,Xuất sắc. 
7.1,Tốt. 
9.2,Tuyệt hảo. 
9.2,Tuyệt hảo. 
10.0,Mọi thứ rất tuyệt. 
9.2,Kỳ nghỉ vui vẻ. 
7.9,Tuyệt vời. 
10.0,Xuất sắc. 
7.5,được. 
10.0,Xuất sắc. 
7.6,Rất tốt. Mình đi trong tuần tới khách sạn lúc 12h30 nhân viên bảo chưa có phòng nên mình ngồi ngay sảnh đợi nhưng mà sảnh có muỗi ^ lên nhận phòng tối ngủ cũng có muỗi . Phòng giường đôi diện tích hơi nhỏ^ máy sấy không hoạt động được nhưng phòng khá sạch sẽ và phòng không có bị mùi ^ cách âm hơi kém nếu có khách nói chuyện ngoài hành lang sẽ nghe thấy .
8.0,Good. Khách sạn ok. Nhưng điều hoà nóng. Bật như không có điều hoà
8.8,TỐt. TỐt
4.4,Chỉ có hình thức . Thực sự là chỉ có hình thức. Vị trí khá tốt để đi chơi^ giá phòng tạm ổn. Nhưng phục vụ rất dở. Đặt phòng lầu 2^ mà nguyên lầu chỉ có 1 phòng tôi đặt và thế là họ k mở nổi đèn hành lang.  Nước nóng thì k hề nóng. Đặt phòng họ để có ban công^ mà thực tế là chỉ có cửa sổ hướng ra chứ k hề có cái ban công để đứng chơi j đâu nhé 
9.2,OK. VỊ TRÍ: Khách sạn ngay ngã 3 hai mặt tiền thông thoáng^ gần biển^ bên dưới KS có quán cf 24h tối tối 10h mở nhạc ballad bao cưng và ấm lòng kk^ đối diện circleK & xe trái cây cho bạn nào thèm trái cây^ buổi tối có quán ốc bán ngay khách sạn luôn. Bạn nào thích đi dạo thì đi qua con đường song song với ksan là phố ốc đông đúc nhộn nhịp như chợ đêm vậy.. KS mới^ THIẾT KẾ tối giản và nội thất màu sáng theo kiểu hiện đại^ sang^ phù hợp với các bạn thích sự hiện đại như mình. TOILET RỘNG (mình ở phòng 32m2)^ sạch sẽ^ mới^ có vách kính ngăn khu tắm^ mình thích điều này hơn bồn tắm đứng hoặc bồn tắm nằm. CÓ ĂN SÁNG nhưng mình ko ăn mà ra ăn ngoài nên chưa đánh giá dc.. Ở LẠITHÊM GIỜ KS tính phí cũng ok^ ví dụ phòng 650k^ ở quá 1 giờ tính phí 65k/giờ. Có 1 điều cần cải thiện là mình chờ checkin còn hơi lâu do quá đông khách ko đủ người trực^ 14h MỚI CHECK-IN được chứ 12h là khách trước chưa trả phòng. Tuy nhiên^ LỄ TÂN rất lịch sự và nói chuyện dễ thương^ nhẹ nhàng hơn cơn gió luôn kkk
10.0,Sạch sẽ ^ tiện nghi. Lễ tân thân thiện^ phòng ở vị trí gần trung tâm va khu ăn uống. Phòng ko quá lớn nhưng đầy đủ tiện nghi
10.0,KHÁCH SẠN ĐẸP. siêu sạch sẽ và nhân viên dễ thương^ đối diện là CIRCLE  K nên có thể mua mọi thứ. Gần bờ biển nên có thể đi bộ
10.0,Tốt. Ks ngay trung tâm^ xung quanh tiện ích đầy đủ k thiếu gì
6.8,Cũng ổn. Đi T6->T7^ as có 3 món^ k phải buffee^ phòng hơi cũ. Vị trí rất thuận tiện^ chị check in hơi ít cười cảm thấy ít thân thiện!
5.0,Khách sạn vẫn chưa thực.... 
10.0,tốt. tốt
9.0,Tuyệt hảo. 
8.4,good. 21H00 tối lạnh^ Xin thêm cái mềm thì không có thui  chứ mọi thứ ok :)).  
8.0,Rất tốt. 
6.8,Chỗ ở cũng được. Phòng và đường vào chỗ ở hơi bị chật
4.0,Thất vọng. 
10.0,Tốt.. Tốt
6.0,Tạm. 
6.8,Ổn. Chấp nhận được với giá tiền
7.0,Tốt. 
8.8,Khách sạn tốt. Nằm ở khu sầm uất^ nhiều quán ăn^ xa biển xíu. Phòng nhỏ hơn dự đoán^ ko có không gian
3.6,Thất vọng. Nhân viên giữ xe làm trầy xe và coi thường khách. Phòng dơ^ không sạch sẽ. Khi đặt phòng liên hệ lễ tân thì bảo phòng có cửa sổ không ban công^ nhưng đón được ánh sáng^ khi nhận phòng thất vọng tràn trề^ kì nghỉ không được vui^ sẽ không quay lại
8.8,Quá tốt với tầm giá. Gần biển^ cửa hàng tiện lợi và có nhiều cửa hàng ăn tối rất thuận tiện cho gia đình có con nhỏ
10.0,Tuyệt vời. 
10.0,Tuyệt vời . Gia đình có chuyến đi biển nghỉ ngơi ở khách sạn thật tuyệt vời. Địa điểm ngay trung tâm^ phòng sạch sẽ và nhân viên nhiệt tình.. Sẽ quay lại.
5.0,Tàm tạm. 
8.4,Tốt. Vị trí thuận tiện^ ngay trung tâm^ ngay góc nên có view 2 ban công^ tuy nhiên không có view biển. Khách sạn trang trí đẹp^ lễ tân thận thiện. Điểm trừ^ khăn tắm không sạch sẽ.
7.0,Tốt. 
10.0,Ks tốt^ sạch^ gần biển. Nhân viên thân thiện^ khách sạn gần biển có chỗ đỗ xe ô tô. Đối diện là circle K rất tiện lợi
6.0,Tạm chấp nhận được. 
6.8,Gia đình có trẻ nhỏ. Điểm trừ lớn và duy nhất là hệ thống vòi sen ( tắm ) dẫn nước  quá yếu ! Bất tiện cực kì trong việc tắm rửa ! 
9.0,Tốt. 
8.4,Cúp nước^ ko có sẵn nc bồn. Ság đang tắn thì Cúp nước^ đầu toàn xà phòng quấn khăn ra hỏi nv thì bảo cúp nc toàn tp ko báo trước^ chờ chút máy bơm đang bơm. Chờ chút đến  3 tiếng tôi quạu kêu mua thùng nc 20l cho tôi tắm thì mang lên thùng 20l và chỉ cho tôi 1/3 và bảo còn chia phòng khác^ hãi thật. Chả nhẽ tôi bỏ tiền mua 10 thùng 20l ngâm bồn luôn. Pv quá tệ. Ks vị trí ok nhưng lần sau ra ở ks kế bên chứ ko ở đây nữa vì ghét
5.0,Tàm tạm. 
9.6,một kỳ nghĩ tuyệt vời. cách âm
7.5,Tốt. 
8.0,Đánh giá khá tốt. Mọi thứ đều ổn so với giá tiền. Nhược điểm đúng như những nhận xét khác đã đọc. Tường cách âm không tốt^ trong phòng có thể nghe rõ tiếng nc của người đứng ngoài cửa^ từ lầu 4 vẫn nghe tiếng ồn phía dưới khách sạn^ mặc dù đã đóng kín cửa.
10.0,Xuất sắc. 
8.8,OK. Cần nâng cấp smart TV
8.0,Rất tốt. 
10.0,Rất đáng tiền và thoải mái. Có quán ăn hải sản ngay trước khách sạn^ tươi ngon^ hơi đắt xíu nhưng đáng giá tiền. Có CirKle K đối diện^ hiệu thuốc^ lẩu^ đồ ăn vặt^ sinh tố^ đi bộ tí xíu tới biển. Có bãi xe máy và ô tô^ thang máy^ sạch. Nói chung rất thích ở đây
9.0,Khách sạn sạch sẽ. Nhân.... 
5.6,Phòng tệ so với giá tiền. Phòng dơ^ dù nhận phòng khá trễ hơn giờ check in nhưng vẫn còn rác trong phòng. Chăn mền có vết ố vàng^ đồ dùng cũ^ máy lạnh ko lạnh^ thấy cây quạt để trong phòng là thấy ko ok rồi. Cách âm phòng tệ.  Tự hỏi phòng deluxe mà tệ như này thì phòng thường sẽ như nào. 
6.0,Chán. 
10.0,Trên cả tuyệt vời. Dịch vụ tốt hơn giá cả. Nhân viên thân thiện
8.0,Rất tốt. 
10.0,Nice Place. Vị trí khách sạn đẹp^ phòng sạch sẽ và rất tiện nghi^ nhân viên nhiệt tình. Nhược điểm nhỏ là nước trong nhà vệ sinh chảy hơi yếu.
9.0,Tuyệt hảo. 
4.8,Phòng thiếu riêng tư^ và hơi mất vệ sinh. Vị trí ngay khu Thắng Tam^ tiện ăn uống và tắm biển. Sau khi đợi đến 14h để nhận phòng^ nằm nghỉ thì ngửi thấy mùi hôi^ kiểm tra thì 2 cái gối coa mùi hôi của giặt khôg khô^ bám cả lên tóc. Phòng 1 giường đôi có cái cửa sổ thông ra ngay cầu thang^ kéo rèm mà ở ngoài nhìn vào vẫn thấy. Hỏi đổi phòng thì nhân viên báo phòng nào cũng như thế^ không biết phải làm sao.
3.0,Phòng chật^ dịch vụ kém^.... 
10.0,Khach san tien loi. nen chon
10.0,Xuất sắc. 
10.0,Mọi thứ đều ổn. Khách sạn sạch sẽ^ xung quanh nhiều hàng quán ăn uống tấp nập rất vui^ đi bộ qua đường là đến Bãi Sau. Sẽ quay lại khi đi Vũng Tàu
6.0,Dễ chịu. 
6.4,nuoc yeu. phong nuoc voi sen yeu^ khong co nuoc nong^ nhan vien than thien^ duoc checkin som
7.0,Tốt. 
9.2,Trên cả tuyệt vời. Nên update smart TV để  có nhiều lựa chọn giải trí hơn
7.0,Tốt. 
10.0,Dịch vụ tốt ^ tiện nghi gần cửa hàng tiện lợi và các quán ăn . Phòng sạch sẽ^ đủ tiện nghi^ đi bộ là tới quảng trường lun rất là thích^ vừa xuống sảnh đã có quán cf^ cửa hàng tiện lợi đối diện^nhân viên thân thiện lắm^ mình sẽ chọn ksan này mỗi khi tới vũng tàu .
10.0,Xuất sắc. 
7.6,Tạm ổn. Phòng dọn chưa sạch! Trong sọt rác còn bao cao su bên trong! Nước nóng lạnh lúc nóng lúc lạnh! Cần khắc phục!
8.0,Khá tốt. 
9.6,phòng ok nha.Nhưng điều chỉnh lại nước trong phòng không mạnh.Lạnh nóng không có. tốt nhưng cá nhâ mình thấy nên thay đổi nước nóng lạnh
10.0,Xuất sắc. 
7.6,Khách sạn ở vị trí đẹp . Ks ở vị trí đẹp^ nhân viên lịch sự^ vui vẻ^ có hầm để xe^ có Tea shop ^ phòng chờ. Nước uống và cafe mien phí cho mỗi phòng.. Khi mình đến nhận phòng vì trục trặc cúp điện nên nhân viên đã nhiệt tình update cho mình lên phong 4ng ^ mặc dù mình đat phong doi 2ng lớn  em. Cảm thấy rất vui nhưng có 1 khuyết điểm đó là những vị khách trước tụ tập ăn uống trong phòng^ nhân viên lau dọn k dc sạch sẽ nên phòng có mùi và rích. Những vật dụng trong phòng dính mùi mắm làm mình rất khó chịu.
6.7,Trải nghiệm không vui!. 
8.0,Tốt. Phòng ốc tương đối sạch sẽ^ không gặp vấn đề nước nóng-lạnh thất thường nhưng đúng là phòng cách âm không tốt thật - ngủ mà nghe ngoài hành lang ồn quá trời. Còn lại tốt hết. 
1.0,Cực kỳ tệ. 
6.4,Khách sạn nước nóng lúc có lúc không nhưng đa phần là ko có^ nhân viên lễ tân thiếu chuyên nghiệp^ . Khách sạn nước nóng lúc có lúc không nhưng đa phần là ko có^ nhân viên lễ tân thiếu chuyên nghiệp khi chưa kiểm tra kỹ đã báo với khách là đi sai ngày đặt phòng và sắp xếp ở phòng ko đúng theo như đặt bạn đầu. Nhân viên bảo vệ thái độ ko tốt. Vấn đề về nước nóng là cái mình bực nhất ở đây.
7.0,Vị trí thuận lợi. 
8.0,Rất tốt. 
9.0,Tốt. 
7.6,Phòng ốc sạch sẽ^ tuy nhiên cách âm kém nên hơi ồn. Ưu điểm :. Ngay phố trung tâm du lịch^ đầy đủ các hàng quán ăn uống^ giải khát^cửa hàng tiện lợi xung quanh.. Phòng tương đối sạch sẽ ^nhưng phòng hơi nhỏ..Nhân viên vui vẻ. Khuyết điểm :. Cách âm kém nên nằm trong phòng lầu 2 mà dưới đường nói gì nghe hết
8.0,Hài Lòng. 
8.8,Khách sạn đẹp nhân viên nhiệt tình. Phòng thoáng mát^ khá sạch và nhân viên rất nhiệt tình^ nhất là anh quản lý ks. Rất hài lòng
1.0,Cực kỳ tệ. 
9.0,Chúng tôi đã tận hưởng.... 
10.0,Xuất sắc. 
8.0,Rất tốt. 
8.0,Vị trí thuận tiện gần.... 
10.0,Tuyệt vời. 
10.0,Tuyệt vời. 
10.0,Xuất sắc. 
7.0,Tốt. 
8.0,Vị trí thuận lợi. 
5.0,Ko có hệ thống cách.... 
9.0,Tuyệt hảo. 
9.0,Tuyệt hảo. 
9.0,Tuyệt hảo. 
5.0,Chỗ nghĩ khá bình thường.... 
10.0,Xuất sắc. 
10.0,Xuất sắc. 
10.0,Tuyệt vời. 
10.0,Xuất sắc. 
8.0,Đáng để book...!!!. 
9.0,Tuyệt hảo. 
10.0,sạch sẽ mát mẽ ..... 
8.0,Tốt. 
9.0,Tuyệt hảo. 
9.0,Khách sạn rất yên tĩnh.... 
9.0,Tuyệt hảo. 
10.0,Xuất sắc. 
10.0,Xuất sắc. 
10.0,Xuất sắc. 
8.0,Rất tốt. 
8.0,Rất tốt. 
9.6,Xuất sắc. 
10.0,Cảm ơn Bella đã giúp.... 
10.0,Rất hài lòng. 
10.0,duoc ok. 
9.0,Tuyệt hảo. 
8.0,good. 
10.0,Xuất sắc. 
6.0,Dễ chịu. 
8.0,Rất tốt. 
9.0,Tuyệt hảo. 
8.0,Kỳ nghỉ tốt hơn mong.... 
7.0,Tốt. 
7.0,Tốt. 
9.0,Kỳ nghỉ tuyệt vời.. 
